company_name,job_title,salary,workplace
上海云克网络科技有限公司北京市朝阳分公司,PHP开发工程师,1.5-2万/月,北京
爱客科技（深圳）有限公司,Node.js 全栈工程师,1-2万/月,深圳-南山区
爱客科技（深圳）有限公司,Node.js 后台工程师,1-2万/月,深圳-南山区
爱客科技（深圳）有限公司,Node.js 高级后台工程师,1.8-3.5万/月,深圳-南山区
爱客科技（深圳）有限公司,Node.js 高級全栈工程师,1.8-3.5万/月,深圳-南山区
湖南潭州教育网络科技有限公司成都分公司,有前途的人都会选择Python助教,3-6千/月,成都-高新区
厦门艾帝尔斯进出口有限公司,python数据挖掘工程师,3-8千/月,厦门
厦门艾帝尔斯进出口有限公司,数据挖掘/Python工程师,4.5-9千/月,厦门
厦门艾帝尔斯进出口有限公司,python数据挖掘工程师,4-8千/月,厦门
南京泽谷软件有限公司,爬虫开发工程师,0.5-1万/月,广州-番禺区
网易集团,高级/资深数据挖掘--严选-邮件事业部172,1.5-2万/月,杭州
亿达信息技术有限公司,算法工程师,1-1.5万/月,大连-高新园区
广州奥凯信息咨询有限公司,项目总监（大数据业务方向）,2-3.5万/月,广州
武汉研锶信息科技有限公司,数据挖掘工程师,0.5-1万/月,武汉-东湖新技...
深圳市德科信息技术有限公司,数据采集工程师,0.8-1万/月,上海-浦东新区
京东集团总部,大数据算法工程师-生态业务部,2-3万/月,北京-朝阳区
深圳中科世界机器人有限公司,深度学习型算法工程师,1-2万/月,深圳-宝安区
上海腾道信息技术有限公司,算法工程师,1.5-2万/月,上海-浦东新区
江苏盛凡知识产权服务股份有限公司,计算机技术员/数据分析师,0.6-1万/月,徐州
上海放牛娃信息科技有限公司,语义工程师,2-2.5万/月,上海-徐汇区
广州若羽臣科技股份有限公司,Web前端开发,3-8千/月,广州-黄埔区
杭州锐致商务咨询有限公司,数据挖掘工程师（paython）,1.5-2万/月,北京-朝阳区
北京恒昌利通投资管理有限公司,数据开发工程师,1.5-3万/月,北京-朝阳区
深圳市多度科技有限公司,Pathon开发工程师（邻道传媒）,1.5-1.8万/月,深圳-南山区
杭州筑龙信息技术股份有限公司,.net项目经理,1.5-2万/月,杭州-滨江区
博雅软件股份有限公司,爬虫工程师,1-1.5万/月,北京-海淀区
深圳市览众科技股份有限公司,Python开发工程师,7-9千/月,深圳-南山区
华勤通讯技术有限公司,python开发工程师,,上海-浦东新区
北京益普索市场咨询有限公司,爬虫开发工程师/高级工程师,1.5-3.5万/月,上海-静安区
北京米多琪文化有限公司,Python开发工程师,0.8-1万/月,北京
上海绿谷制药有限公司,运维工程师（人工智能中心）,1.5-2万/月,上海-浦东新区
深圳市傲基电子商务股份有限公司,高级运维开发工程师,1.5-2.5万/月,深圳-龙岗区
杭州城市大数据运营有限公司,大数据分析,1.5-3万/月,杭州-江干区
深圳光启空间技术有限公司,算法工程师,1.2-3万/月,杭州-余杭区
深圳联友科技有限公司,大数据开发工程师,0.8-1.5万/月,广州-花都区
上海奥腾计算机科技有限公司,Python工程师,1.5-2万/月,上海
上海优克锡企业管理顾问有限公司,资深爬虫工程师,2-3.5万/月,上海-浦东新区
南京小安信息科技有限公司,网络爬虫工程师,1-1.5万/月,上海-浦东新区
南京小安信息科技有限公司,网络爬虫工程师,1-1.5万/月,北京-朝阳区
南京小安信息科技有限公司,网络爬虫工程师,1-1.5万/月,南京-玄武区
南京瑞文轶科信息科技有限公司,高级爬虫工程师,1.2-2万/月,南京-玄武区
深圳市财税无忧科技有限公司,Python爬虫工程师,1-1.5万/月,深圳
北京视野金融信息服务有限公司,python爬虫工程师,1.5-2万/月,北京-海淀区
苏州紫豹科技有限公司,高级python（爬虫）工程师,20-30万/年,苏州-工业园区
杭州百众企业管理咨询有限公司,python爬虫工程师,1.8-2.5万/月,杭州
青岛锐才管理咨询有限公司,Java高级开发工程师,1-2万/月,青岛-崂山区
湖南乐泊科技有限公司,数据工程师,4-7千/月,长沙
广州星逸文化有限公司,PHP高级开发工程师,1-1.8万/月,广州
竹间智能科技（上海）有限公司,AI数据处理工程师,1-2万/月,上海
上海企顺信息系统有限公司,系统开发工程师,1-1.5万/月,上海
伊拾壹企业管理咨询（深圳）有限公司,,500元/天,深圳-罗湖区
九坤投资（北京）有限公司,数据开发工程师,2-2.5万/月,上海-浦东新区
货车帮,风控建模/数据分析R02,1.5-3万/月,上海-长宁区
上海链家,数据抓取工程师,1.5-2.5万/月,北京-海淀区
杭州德亚投资管理有限公司,运维工程师,6-8千/月,杭州-上城区
上海安捷力信息系统有限公司,主数据工程师,6-8千/月,上海-长宁区
深圳国泰安教育技术股份有限公司,人工智能算法工程师,1-1.5万/月,合肥
深圳市邦德布拉泽科技有限公司,.NET开发工程师,1.5-2万/月,深圳-南山区
深圳市大富科技股份有限公司,图像算法工程师,0.8-1.5万/月,成都
深圳前海全盈科技有限公司,大数据开发工程师,1-1.5万/月,深圳-福田区
成都源代码教育咨询有限公司,Python高级开发工程师,1.5-2.5万/月,成都-高新区
七彩阳光（北京）旅行社有限公司,爬虫工程师,1-3万/月,北京-海淀区
中证信用增进股份有限公司,高级爬虫工程师,1.5-2.5万/月,武汉-洪山区
广东格兰仕集团有限公司,高级网络爬虫工程师,2-2.5万/月,中山
天津优姆金机械销售有限公司,Python工程师,0.8-1万/月,异地招聘
软通动力信息技术（集团）有限公司,Python开发工程师,0.8-1.5万/月,深圳-龙岗区
成都优啦信息技术有限公司,Python开发工程师,0.5-1万/月,成都-高新区
上海冰鉴信息科技有限公司,高级爬虫开发工程师,21-40万/年,成都-高新区
北京中京天成检验认证中心有限公司,爬虫工程师,1.5-2万/月,北京-朝阳区
苏州橘子网络科技股份有限公司,Python开发工程师,1.5-2万/月,苏州
飞友科技有限公司,爬虫开发工程师,1-2万/月,合肥
成都信升斯科技有限公司,Python开发工程师,1.5-2.5万/月,成都
香港澳华医疗产业集团,爬虫开发工程师,0.5-1万/月,成都-高新区
北京艾沃仕科技有限公司,Python开发工程师,1-1.5万/月,北京-东城区
深圳市百诺信科技有限公司,Python高级开发工程师,15-20万/年,深圳
深圳市智慧银杏网络科技有限公司,研究经理,18-30万/年,深圳-南山区
上海涌融金融信息服务有限公司,数据开发工程师,0.8-1万/月,上海-静安区
上海市数字证书认证中心有限公司,Java高级开发工程师,20-30万/年,上海
江苏省未来网络创新研究院,大数据工程师,0.5-1.5万/月,南京
常州好开心网络科技有限公司,技术主管,1-1.5万/月,常州
达达-京东到家,算法工程师,1.5-2.5万/月,北京-大兴区
艾瑞咨询集团,数据挖掘师,1-1.5万/月,广州-天河区
艾瑞咨询集团,高级数据挖掘师,1.5-2万/月,广州-天河区
艾瑞咨询集团,研究助理/实习生,100元/天,上海-徐汇区
艾瑞咨询集团,高级数据库工程师,1.5-3万/月,北京
佛山市平河科技有限公司,Python开发工程师,0.6-1.2万/月,佛山-禅城区
同程艺龙,C++/Go/Lua/Python开发工程师,1.5-2万/月,苏州
珠海世纪鼎利科技股份有限公司,北京-Python人工智能讲师,2-2.5万/月,北京-海淀区
成都云禾网信科技有限公司,爬虫开发工程师,0.6-1万/月,成都-龙泉驿区
融投世界科技有限公司,网络爬虫工程师,1-2万/月,异地招聘
北京经世万方信息技术有限公司,Python数据分析师,10-15万/年,北京-朝阳区
北京汉能光伏投资有限公司,大数据研发高级工程师(025985),1.5-2万/月,北京
飞扬集团,软件工程师--新材料促进中心,0.8-2万/月,深圳
北京比特大陆科技有限公司,大数据工程师-深圳-00749,20-30万/年,深圳-南山区
北京搜狗科技发展有限公司,垂直搜索-数据抓取工程师-北京-04071,2-4万/月,北京-海淀区
有米科技股份有限公司,广告系统后端研发工程师,1.4-2.5万/月,广州-番禺区
上海复深蓝软件股份有限公司,大数据开发工程师（08项目）,1-2万/月,上海-徐汇区
上海碧虎网络科技有限公司,大数据挖掘工程师,1.5-2.5万/月,上海-普陀区
重庆格泰尚恒网络科技有限公司,机器人开发工程师,1.2-2.2万/月,重庆-渝北区
怡和科技（上海）有限公司,BI数据分析师,1-1.5万/月,上海-黄浦区
上海吾创信息科技有限公司,C#.net开发,1-1.8万/月,上海-浦东新区
万得信息技术股份有限公司（Wind资讯）,软件工程师（算法高级）,,南京
万得信息技术股份有限公司（Wind资讯）,软件工程师（算法征信）,,南京
万得信息技术股份有限公司（Wind资讯）,软件工程师（算法研究）,,南京
万得信息技术股份有限公司（Wind资讯）,资深软件工程师（搜索引擎）,,南京
万得信息技术股份有限公司（Wind资讯）,高级JAVA软件工程师,20-30万/年,南京
万得信息技术股份有限公司（Wind资讯）,搜索引擎专家,30-40万/年,南京-建邺区
北京榆钱投资管理有限公司,python web工程师,0.8-1.5万/月,武汉-东湖新技...
武汉希尔智慧科技有限公司,大数据开发高级工程师,2-3.5万/月,武汉-东湖新技...
重庆车云金服科技股份有限公司,数据后端工程师,1-2万/月,重庆
北京科讯世纪科技有限公司,大数据开发工程师,1.6-3万/月,北京-朝阳区
智阳网络技术（上海）有限公司,高级算法工程师,2-4万/月,上海-浦东新区
华瑞新智科技（北京）有限公司,数据采集工程师,1-1.5万/月,北京-海淀区
广州虎牙信息科技有限公司,数据分析师（商业分析方向）,2-4万/月,广州-番禺区
广州市华誉电脑系统有限公司,Python开发工程师(双休 五险一金 带薪年假 年度旅游）,4.5-6千/月,广州-白云区
苏州冷静文化传媒有限公司,爬虫工程师,0.6-1.2万/月,苏州-工业园区
广州牵引力教育科技有限公司,Python高级开发工程师,1.2-1.5万/月,广州-白云区
广州牵引力教育科技有限公司,Python高级开发工程师,1-1.5万/月,广州-白云区
上海讯实网络科技有限公司,网络爬虫工程师,0.8-1万/月,南京-雨花台区
上海丞澜网络科技有限公司,资深数据分析师（现金贷经验）,1.7-2.5万/月,上海-黄浦区
珠海横琴博易数据技术有限公司,急聘开发工程师,7-9.9千/月,珠海
苏州市中地行信息技术有限公司,大数据开发工程师,1-1.5万/月,苏州-工业园区
上海云克网络科技有限公司北京市朝阳分公司,后端开发工程师,1.5-2万/月,北京
广东中建普联科技股份有限公司,初/中级数据采集工程师,0.6-1.3万/月,广州-天河区
上海圣岚广告有限公司,系统集成工程师,1-1.5万/月,上海-静安区
安徽赤心网络科技有限公司,技术总监,1.5-2万/月,合肥-政务区
上海商群商务咨询管理有限公司,IT程序员,0.9-1.8万/月,上海-徐汇区
青岛劳谦管理顾问有限公司,高级java工程师,1.2-2.5万/月,青岛
北京风行在线技术有限公司,开发工程师（校招）,0.8-1.2万/月,北京-海淀区
江苏国瑞信安科技有限公司,安全服务工程师,6-8千/月,南京
飞鱼科技国际有限公司,PHP平台开发经理,1.2-2.4万/月,深圳-南山区
大连金力得科技发展有限公司,数据分析师,3-6千/月,大连-甘井子区
深圳市博阅科技股份有限公司,高级机器学习算法工程师,2-2.5万/月,深圳
成都大图网络技术有限公司,爬虫开发工程师,4-8千/月,成都
深圳市炽盛科技有限公司,爬虫开发工程师,0.8-1.5万/月,深圳-龙岗区
北京嘉遁数据科技有限公司,数据爬虫工程师,0.6-1.2万/月,成都-高新区
亿达信息技术有限公司,Python开发工程师,0.8-1.2万/月,大连-高新园区
西安飞凡网络技术咨询有限公司,python讲师,0.8-1万/月,西安
广州每信信息科技有限公司,爬虫讲师,15-20万/年,广州
杭州祐全科技发展有限公司,Python开发工程师,0.8-1.5万/月,杭州-余杭区
深圳合众财富金融投资管理有限公司广州分公司,资深爬虫研发工程师,1.5-2万/月,深圳-南山区
杭州橙鹰数据技术有限公司,资深爬虫工程师,2-3万/月,杭州-余杭区
广州若羽臣科技股份有限公司,WEB前端开发,0.5-1万/月,广州-黄埔区
湖南立正电子商务有限公司,PHP高级开发工程师（急）,0.7-1.3万/月,长沙-岳麓区
喜茶,数据分析经理,1.3-1.8万/月,深圳-南山区
杭州睿拓智能科技有限公司,数据采集工程师,1.2-2万/月,杭州-滨江区
新电信息科技（成都）有限公司,,,成都-高新区
北京阿博茨科技有限公司武汉分公司,数据工程师,0.8-1.5万/月,武汉
赛业（广州）生物科技有限公司,后端开发工程师,6-8千/月,广州
上海育创网络科技股份有限公司,大数据分析师//人工智能行业，培养方向/15-30K/近地铁,2-2.5万/月,上海-浦东新区
南京甄视智能科技有限公司（简称：小视科技）,大数据挖掘工程师,1.2-2.5万/月,南京-江宁区
广州远信软件科技有限公司,Java开发工程师,0.5-1万/月,广州-越秀区
广州远信软件科技有限公司,软件工程师,0.5-1万/月,广州-越秀区
上海容大教育培训有限公司,Python全栈讲师（普陀）,2-2.5万/月,上海-普陀区
上海容大教育培训有限公司,Python全栈讲师,1.5-2万/月,上海-普陀区
广州牵引力教育科技有限公司,Python讲师/python工程师,1.5-2万/月,广州-白云区
北京网络职业学院,Python+人工智能讲师,1.5-3.5万/月,北京-房山区
达内时代科技集团有限公司,Python讲师,1.8-3万/月,北京
中兴软创科技股份有限公司,Python工程师,0.8-1.5万/月,南京-江宁区
青岛智能产业技术研究院,数据采集工程师,0.6-1万/月,青岛-城阳区
成都优啦信息技术有限公司,数据挖掘工程师,1-1.5万/月,成都-高新区
京东集团总部,中高级大数据挖掘/算法工程师,1.5-5万/月,成都
智慧芽信息科技（苏州）有限公司,大数据架构师,3-4万/月,苏州-工业园区
苏州冷静文化传媒有限公司,数据分析师,4-5千/月,苏州-工业园区
广州马可文化传播有限公司,高级数据分析师,1.5-2万/月,广州-番禺区
武汉尚云客网络技术有限公司,大数据开发工程师/讲师,1.5-2万/月,武汉-洪山区
广州景煜电子商务有限公司,电商数据分析专员/数据统计助理,3-5千/月,广州-天河区
富士康科技集团人资总处,数据处理开发工程师,6-8千/月,深圳
林同棪（重庆）国际工程技术有限公司,BIM大数据软件工程师,0.8-1万/月,重庆-渝北区
万得信息技术股份有限公司（Wind资讯）,JAVA架构师,20-30万/年,南京-建邺区
万得信息技术股份有限公司（Wind资讯）,资深JAVA软件工程师,20-30万/年,南京-建邺区
万得信息技术股份有限公司（Wind资讯）,高级软件工程师（搜索引擎）,20-30万/年,南京-建邺区
万得信息技术股份有限公司（Wind资讯）,JAVA架构师,20-30万/年,上海-浦东新区
陕西西部资信股份有限公司,数据开发工程师（SME）,1-1.5万/月,西安-高新技术...
湖南福米信息科技有限责任公司,大数据平台,1.2-2万/月,长沙
广州奥凯信息咨询有限公司,数据挖掘工程师,0.9-1.8万/月,广州
河南众睿之星汽车销售有限公司,风控经理 风控负责人,1.5-2.5万/月,郑州-郑东新区
无锡知谷网络科技有限公司,大数据产品助理,0.6-1万/月,无锡
深圳市学灯教育科技有限公司,Python开发工程师,0.8-1.5万/月,广州-天河区
深圳市比量科技传媒有限公司,Python研发工程师,0.6-1.2万/月,珠海
成都源代码教育咨询有限公司,Python讲师,1.5-2.5万/月,成都-高新区
河南智游臻龙教育科技有限公司,Python开发工程师,0.8-1.2万/月,郑州
北京千锋互联科技有限公司,python讲师,2-2.5万/月,郑州
(ZAKER)广州坚和网络科技有限公司,平台架构师,2.5-3万/月,广州-天河区
苏州梦嘉传媒有限公司,数据分析师,0.6-1万/月,苏州-工业园区
西安银信博锐信息科技有限公司,算法工程师,4.5-6千/月,西安
达达-京东到家,算法工程师,1.5-2万/月,北京-大兴区
锥能机器人（上海）有限公司,数据分析,0.8-1.5万/月,上海-普陀区
苏州纽克力信息技术有限公司,数据分析师,6-8千/月,苏州-工业园区
昆山和君纵达数据科技有限公司,高级数据采集师,1.5-3万/月,昆山
广东珠光集团有限公司,产研设计师,10-15万/年,广州-天河区
浙江非线数联科技有限公司,大数据开发工程师,0.8-1.5万/月,杭州
四川伯乐帮科技有限公司,中高级数据挖掘,2-2.5万/月,成都-高新区
上海慎则化工科技有限公司,数据工程师,1.5-2万/月,上海-浦东新区
中企动力科技股份有限公司,自动化测试工程师,0.9-1.5万/月,成都
北京品友互动信息技术股份公司,全栈工程师,2.5-3万/月,北京
绿盟科技,安全开发工程师J11122,1-1.5万/月,北京
绎达咨询（成都）股份有限公司,python开发,4-7千/月,成都-高新区
上海闻曦信息科技有限公司,AI上Python主讲老师,0.6-1万/月,上海-杨浦区
上海优帕克企业发展有限公司,爬虫工程师,1-2万/月,上海-静安区
传智播客教育集团顺义校区,助教(J10691),0.8-1万/月,北京-昌平区
传智播客教育集团顺义校区,就业指导专员(J10845),1-1.5万/月,北京-顺义区
福州网乐网络科技有限公司,自然语言处理工程师,0.8-1万/月,福州
北京数字一百市场咨询有限公司,数据分析师,0.7-1.2万/月,北京-朝阳区
深圳前海维度信息技术有限公司,Java开发工程师,1-1.5万/月,深圳-南山区
北京TMO管理咨询有限公司,电话销售2,200元/天,异地招聘
深圳市长亮科技股份有限公司,初级金融、互联网 数据分析挖掘机器学习研究岗,0.8-1.5万/月,广州-天河区
深圳市长亮科技股份有限公司,金融互联网数据挖掘机器学习实习生,3-4千/月,广州-天河区
九坤投资（北京）有限公司,数据开发工程师,2-2.5万/月,北京-海淀区
成都菲斯特房地产营销策划有限公司,大数据挖掘工程师,0.8-1.2万/月,成都
中瑞集团,数据挖掘工程师,0.6-1.2万/月,青岛-市北区
深圳市深讯数据科技股份有限公司,大数据开发工程师,1.5-2万/月,深圳-南山区
汉唐信通（北京）咨询股份有限公司,机器学习算法工程师,2-3万/月,北京
万得信息技术股份有限公司（Wind资讯）,资深JAVA软件工程师,20-30万/年,上海-浦东新区
万得信息技术股份有限公司（Wind资讯）,高级JAVA软件工程师,20-30万/年,上海-浦东新区
比亚迪股份有限公司,Hadoop工程师,1-2万/月,深圳
安徽人与科技发展股份有限公司,数据研发工程师,0.5-1万/月,合肥
汕头市地利房地产经纪有限公司,数据采集工程师,6-8千/月,汕头
新道科技股份有限公司,大数据开发工程师,1.5-3万/月,北京-海淀区
深圳云天励飞技术有限公司,大数据系统研发工程师,1-2万/月,深圳-福田区
武汉研锶信息科技有限公司,数据挖掘高级工程师,0.5-1.5万/月,武汉-东湖新技...
上海复深蓝软件股份有限公司,大数据开发(hadoop/scala/flume)(编号04）,1-2万/月,上海-静安区
成都国星宇航科技有限公司,爬虫工程师（高级）,0.8-1.7万/月,成都-高新区
北京商高科技有限公司,python后端工程师,1.5-2万/月,北京-丰台区
安徽中意之旅信息科技有限公司,Java开发工程师,6-8千/月,淮南
上海花事电子商务有限公司,Java中级开发工程师,1.5-2.5万/月,上海-闵行区
融中集团,数据管理员,0.8-1万/月,北京
卫盈联信息技术（深圳）有限公司,数据安全工程师,1.5-2.5万/月,深圳-南山区
深圳市大疆创新科技有限公司,数据工程师,1.2-2.4万/月,深圳-南山区
大连翼峰软件有限公司,Java开发工程师,6-8千/月,佛山
启德教育集团留学广州分公司,高级数据分析师,1-1.5万/月,广州-越秀区
深圳市汇通合力科技股份有限公司,云开发工程师（java工程师）,2.5-3万/月,深圳
上海复亚通信科技有限公司,高级运维工程师(新加坡),2-3.5万/月,异地招聘
中联重科总部,大数据分析工程师,1-1.5万/月,长沙-岳麓区
深圳市圣魂文化科技有限公司,自然语言处理工程师（NLP）,1.5-2万/月,深圳-南山区
厦门蒙友互联软件有限公司,ASP.NET开发工程师,0.8-1.6万/月,厦门
上海芬木网络科技发展有限公司,软件开发工程师（金融方向）,1-2.5万/月,上海-闵行区
广州力挚网络科技有限公司,大数据算法工程师,1-2万/月,广州-天河区
太极计算机股份有限公司,大数据采集工程师(zy-t-20180522-001b),1-1.7万/月,北京-朝阳区
上海坤亿信息技术有限公司,C#.net工程师,1-1.5万/月,上海-浦东新区
北京数字一百市场咨询有限公司,数据研究员,1.5-2万/月,北京-朝阳区
北京数字一百市场咨询有限公司,数据研究员,1.5千/月,北京-朝阳区
深圳同方以衡基金管理有限公司,java数据工程师,1.5-2.5万/月,上海-浦东新区
北京搜狗科技发展有限公司,后台开发工程师,2-4万/月,北京-海淀区
万库标杆科技有限公司,项目经理,2-3万/月,北京-海淀区
昆山和君纵达数据科技有限公司,高级数据采集师,1.5-3万/月,异地招聘
大连翼峰软件有限公司,Java开发工程师,6-8千/月,异地招聘
广州龙骐贸易有限公司,PHP工程师,1-1.5万/月,广州-白云区
深圳市荣创投资管理有限公司,高薪：急聘Go语言区块链开发工程师,2.5-3万/月,深圳-南山区
上海同梁智能科技有限公司,Python开发工程师（爬虫）,5-7千/月,上海-杨浦区
深圳市祺浩达科技有限公司,,2-3千/月,深圳-福田区
广州聚焦网络技术有限公司,自然语言处理工程师,1-2万/月,广州
东华软件股份公司,数据抓取工程师,0.8-1.6万/月,武汉
东华软件股份公司,数据抓取工程师,0.8-1.6万/月,西安
东华软件股份公司,数据抓取工程师,0.8-1.6万/月,北京
杭州优量科技有限公司,技术总监,3-5万/月,杭州-滨江区
唯品会（中国）有限公司,大数据开发工程师,,广州
杭州鲍洱机电有限公司,网络信息安全工程师,1-1.5万/月,杭州-滨江区
阿里巴巴集团,iDST-翻译技术-数据挖掘专家-杭州,,杭州
阿里巴巴集团,亚博科技-高级算法工程师,,北京
阿里巴巴集团,亚博科技-高级研发工程师,,北京
深圳市腾讯计算机系统有限公司,OMG236-腾讯视频搜索后台开发（深圳）,,深圳
深圳市腾讯计算机系统有限公司,15851-后台开发工程师,,深圳
